0,0,10,0,12,0,0,18,4,0
0,0,6,10,12,0,0,16,2,0
0,0,6,2,22,0,0,6,8,0
0,2,0,0,18,0,0,14,8,0
0,0,32,4,14,0,0,12,10,0
0,0,34,2,12,0,0,24,4,0
0,0,16,0,12,0,0,14,8,0
0,0,0,4,14,0,2,12,4,0
0,4,26,2,12,0,0,12,8,0
0,0,52,0,16,0,0,16,6,0
0,0,10,0,12,2,0,22,4,0
2,0,22,0,14,0,0,0,4,0
0,0,28,6,14,2,2,8,4,0
0,0,20,0,10,0,0,6,2,0
0,0,4,6,10,2,4,10,12,0
2,0,4,4,14,6,8,18,2,2
0,0,0,0,18,4,4,10,12,0
0,0,0,0,20,2,2,0,6,0
0,0,0,2,46,0,0,0,6,0
0,0,0,6,14,0,0,0,8,0
0,0,2,2,10,0,2,4,0,0
0,0,18,0,10,2,0,4,6,0
0,0,14,0,6,2,0,16,2,0
0,2,32,0,6,0,0,2,0,0
0,2,36,2,12,0,0,4,4,0
0,0,26,0,12,0,0,10,2,0
0,0,0,2,10,2,8,8,8,0
4,2,0,0,16,0,0,8,4,0
0,0,10,10,22,0,2,4,2,2
0,0,0,2,22,0,2,4,4,2
2,0,20,0,36,0,2,10,4,0
0,0,0,6,24,2,0,16,6,0
0,2,4,0,12,0,0,0,8,2
0,0,0,6,20,0,2,4,8,0
0,0,0,2,38,0,0,2,4,0
0,0,0,4,36,0,0,0,10,2
0,0,0,0,18,0,4,0,6,2
0,0,0,2,12,0,8,0,22,2
0,0,0,6,22,0,0,0,4,2
0,0,0,0,42,0,0,0,14,0
0,0,0,2,6,0,0,2,4,0
0,0,0,4,14,0,2,2,4,0
0,0,0,0,6,0,4,0,0,0
0,0,16,4,10,0,0,0,2,0
2,0,28,4,8,0,2,0,2,0
2,0,0,0,2,2,2,6,12,0
0,0,0,0,0,2,2,0,2,0
0,0,32,0,24,0,2,0,6,0
0,2,0,2,0,0,0,0,6,0
0,2,54,4,2,0,0,0,16,2
0,2,38,4,0,0,2,2,10,0
4,2,0,0,2,0,0,0,10,2
0,0,8,2,0,0,2,4,22,0
0,0,0,0,0,0,0,2,4,0
0,0,0,0,0,0,8,0,26,0
0,0,0,2,0,0,4,4,8,2
0,0,0,0,0,0,2,0,6,0
2,0,0,2,6,4,6,0,16,0
0,0,0,2,4,0,4,0,4,2
0,0,0,2,6,0,0,0,10,2
0,0,0,0,18,0,0,2,0,0
0,0,0,0,8,0,2,14,2,0
0,0,0,0,10,0,0,4,0,0
0,0,0,4,4,0,2,0,6,0
2,0,0,0,10,0,0,6,6,0
0,0,22,2,10,0,0,4,4,0
2,0,0,0,0,0,2,14,4,0
0,0,50,2,0,0,0,6,20,0
2,0,0,6,12,2,4,2,6,0
4,2,48,2,4,0,2,8,2,2
0,0,0,0,0,4,0,0,4,2
2,2,18,0,2,0,4,10,4,0
0,4,0,2,12,2,2,0,14,0
0,0,0,2,4,0,2,2,6,0
0,0,0,2,0,0,4,2,10,0
0,0,0,2,6,0,2,16,4,0
0,0,0,2,2,0,4,0,8,2
0,0,0,2,10,4,0,0,2,4
0,0,0,4,6,2,0,0,10,2
0,0,0,10,8,4,0,0,12,0
0,0,0,4,8,0,0,8,4,0
0,0,0,0,12,2,0,2,2,0
0,0,0,0,8,0,0,4,4,0
0,0,40,0,12,0,2,4,0,0
0,0,0,0,8,2,0,6,14,0
0,0,0,0,6,0,0,2,6,0
2,0,0,0,12,0,0,2,0,2
2,0,0,8,4,0,2,2,4,0
0,0,78,2,6,0,0,2,6,0
0,0,0,6,22,0,2,2,4,0
2,2,0,0,4,0,2,0,6,0
0,0,0,6,0,0,0,20,4,0
0,0,0,2,6,0,2,4,6,4
0,0,0,0,2,4,2,4,8,0
0,0,0,0,0,0,0,8,12,0
0,0,0,4,0,2,2,14,2,0
0,0,0,2,2,0,4,0,16,2
0,0,0,4,14,0,6,0,6,0
0,0,0,2,12,0,0,0,8,0
0,0,0,2,24,0,2,0,14,0
0,2,0,2,12,0,0,6,0,0
0,2,0,0,10,0,2,12,4,0
0,2,0,0,14,0,0,4,6,0
0,0,44,0,2,0,0,20,14,0
0,0,0,0,10,0,2,2,4,0
0,0,44,0,6,4,0,6,4,0
0,0,0,2,0,2,0,4,4,0
0,0,2,0,0,0,2,4,6,0
0,0,0,0,4,0,0,0,6,0
2,0,0,0,10,0,0,12,14,0
0,2,0,2,16,4,2,8,8,0
4,4,30,0,4,0,0,6,2,0
6,2,0,2,6,0,4,0,16,0
2,0,0,6,8,2,2,6,6,0
0,0,0,0,10,0,2,2,14,2
0,0,0,6,6,0,0,10,6,4
0,0,0,4,4,0,4,0,14,0
0,0,0,0,6,0,2,0,10,0
0,0,0,2,6,4,0,0,8,0
0,0,0,6,0,0,0,0,6,0
0,0,6,0,20,0,0,10,0,0
0,0,0,2,28,0,0,4,0,0
0,0,20,0,14,0,0,8,24,0
0,0,28,2,12,0,0,6,2,0
2,0,0,2,12,0,6,6,10,8
0,0,0,0,12,0,0,12,2,0
0,0,22,6,12,0,2,10,8,0
4,0,22,0,8,0,2,16,6,0
0,8,0,0,24,0,2,4,4,0
6,0,10,0,2,0,4,2,6,0
0,0,0,0,0,0,0,4,14,0
0,0,0,4,4,0,0,4,14,6
0,4,0,4,0,2,4,8,6,0
0,0,0,4,16,0,8,4,12,0
2,0,0,0,6,0,10,2,10,2
0,0,0,2,14,0,4,16,16,2
0,0,0,0,16,0,0,14,38,10
0,0,0,0,10,4,4,0,12,0
0,0,0,14,12,0,0,0,20,0
2,0,0,0,0,0,0,0,8,4
0,0,0,6,22,0,0,22,6,0
0,0,14,4,10,0,0,12,8,0
0,4,14,6,14,0,4,16,0,0
0,2,2,0,10,0,0,6,2,0
2,0,14,0,8,0,0,4,4,0
0,0,46,0,4,0,2,8,2,0
0,0,56,2,2,0,0,0,0,2
0,0,20,2,2,0,4,6,0,0
0,0,0,4,6,0,0,8,0,0
0,0,22,2,6,0,0,6,8,0
6,2,0,2,2,2,0,2,2,0
0,0,26,0,4,0,0,12,2,2
0,0,0,4,4,0,2,12,8,0
0,2,0,0,4,0,0,6,10,0
0,0,0,2,0,0,2,2,6,0
0,0,0,12,6,0,2,16,2,0
0,0,0,6,8,2,12,0,10,0
0,0,0,8,6,0,2,0,6,2
0,0,0,2,10,0,2,0,16,2
0,0,0,0,10,0,0,0,8,0
0,0,26,2,18,0,0,8,6,0
0,0,50,2,6,0,0,20,8,0
0,0,44,0,12,0,2,12,4,0
0,0,34,0,12,0,6,6,4,0
0,0,36,0,16,2,0,0,12,0
0,0,0,4,6,0,0,6,12,2
0,2,50,2,4,2,0,6,8,0
0,2,36,4,10,0,0,14,2,2
0,4,20,2,8,0,2,8,2,4
0,2,14,0,20,0,2,2,10,2
0,0,10,0,14,0,0,0,8,0
0,0,14,0,14,2,2,10,8,0
0,0,0,0,8,0,0,4,18,2
0,0,0,0,4,0,2,12,6,2
2,2,0,0,6,6,4,0,4,6
0,0,0,0,6,0,0,4,6,0
0,0,0,4,12,2,0,0,4,2
0,0,0,2,12,0,0,0,0,2
0,0,0,4,14,0,0,0,8,2
0,0,0,0,12,0,0,0,32,4
